sample,status,reason,rawmeal_feed[kg/s],rmgas_flow[kg/s],rmgas_temp[K],coal_feed[kg/s],cmgas_flow[kg/s],cmgas_temp[K],clrcair_flow[kg/s],clrcair2_flow[kg/s],rmfan_T[K],rmdry_T[K],gasht_T[K],cmdry_T[K],phk1_T[K],phk2_T[K],phk3_T[K],phk4_T[K],phk5_T[K],phc1_T[K],phc2_T[K],phc3_T[K],phc4_T[K],phc5_T[K],clcalc_T[K],coal_split[-],secair_split[-],meal_split[-],RawMill_I_B_MW,RawMill_I_A_MW,RawMill_eps,RawMill_eps_capped,RawMill_IP_MW,RawMill_Eclose_MW,CoalMill_I_B_MW,CoalMill_I_A_MW,CoalMill_eps,CoalMill_eps_capped,CoalMill_IP_MW,CoalMill_Eclose_MW,Preheater_I_B_MW,Preheater_I_A_MW,Preheater_eps,Preheater_eps_capped,Preheater_IP_MW,Preheater_Eclose_MW,Calciner_I_B_MW,Calciner_I_A_MW,Calciner_eps,Calciner_eps_capped,Calciner_IP_MW,Calciner_Eclose_MW,Kiln_I_B_MW,Kiln_I_A_MW,Kiln_eps,Kiln_eps_capped,Kiln_IP_MW,Kiln_Eclose_MW,ClinkerCooler_I_B_MW,ClinkerCooler_I_A_MW,ClinkerCooler_eps,ClinkerCooler_eps_capped,ClinkerCooler_IP_MW,ClinkerCooler_Eclose_MW,plant_I_B_MW,plant_IP_MW,plant_eps,coal_ex_MW,clinker_ex_MW,clinker_T_K,NCV_kJkg,plant_spec_I_MJkg,plant_spec_I_MWMW,clinker_mass_kgps,plant_eps_stream
142,OK,,105.46726,194.7285,411.34292,7.60985,34.89502,470.95664,44.22514,93.26335,463.9121,371.6662,395.12621,360.08755,646.68315,726.42286,984.60853,967.65351,966.20888,623.87185,689.21524,932.13866,988.32455,993.20529,1280.1305,0.52934,0.50201,0.60735,13.87,12.7681,0.0507,0,13.1665,0.0,1.4467,1.1881,0.0277,0,1.4067,-0.0,15.5389,15.5388,0.3209,0,10.5531,-0.0,36.1265,34.0084,0.9908,0,0.3336,0.0,33.9773,26.7321,0.5091,0,16.6806,0.0009,18.5174,18.5174,0.5856,0,7.6737,0.0,119.4768,49.8142,0.4287,152.3408,67.4456,1596.32,18760.6,1.7043,1.7715,70.1017,0.4306
143,OK,,100.36418,184.94137,401.98072,8.65566,31.39909,469.4921,51.37926,92.83626,473.18209,356.58712,424.80729,320.86062,581.43082,720.71921,819.63209,969.91031,957.00081,617.35234,702.36056,813.00993,1003.18177,1017.9533,1231.58914,0.55395,0.58713,0.63455,16.5321,15.4328,0.0245,0,16.1264,0.0,1.5174,1.2728,0.0037,0,1.5117,-0.0,12.8034,12.8033,0.3201,0,8.7054,-0.0,38.4907,36.4689,0.8196,0,6.9432,-0.0,37.5223,30.6215,0.4641,0,20.1095,0.0001,15.9034,15.9033,0.5807,0,6.6688,-0.0001,122.7692,60.0651,0.3599,173.2291,64.1884,1478.37,18760.6,1.8256,1.9126,67.2471,0.3616
144,OK,,104.51766,193.02752,394.31187,8.74703,36.30599,439.44667,51.92124,105.82915,394.40368,327.30234,448.69612,338.2684,614.79572,683.42319,940.50629,1047.66061,974.78222,604.49043,789.88407,972.47378,927.47055,1102.18003,1242.64061,0.51894,0.58958,0.64758,3.8006,2.6991,0.0164,0,3.7384,-0.0,1.8675,1.618,0.013,0,1.8432,-0.0,16.9711,16.9711,0.345,0,11.1158,-0.0,38.2524,36.1486,0.8645,0,5.1847,0.0,40.7398,33.5548,0.4545,0,22.2234,0.0001,17.0474,17.0474,0.565,0,7.4163,-0.0001,118.6789,51.5218,0.371,175.0742,66.8436,1466.78,18760.6,1.6971,1.7755,69.9287,0.3727
145,OK,,109.41986,195.57376,472.7616,7.88856,34.59703,394.44306,52.40272,110.10335,417.25091,384.17469,440.91938,340.30374,569.55996,723.67744,839.40797,1005.8256,1032.9145,591.6479,765.92491,970.57808,1038.84158,958.63166,1288.05588,0.56398,0.52247,0.62608,16.0933,14.9912,0.05,0,15.2892,0.0,2.7849,2.5354,0.0089,0,2.7602,0.0,14.6651,14.6651,0.3185,0,9.9943,-0.0,40.7533,38.5511,0.9478,0,2.1263,0.0001,36.8006,29.2785,0.4898,0,18.7772,0.0001,17.7308,17.7308,0.5636,0,7.7379,0.0,128.8281,56.6851,0.4295,157.8939,69.9732,1462.08,18760.6,1.7714,1.8411,72.7265,0.4315
146,OK,,103.1204,170.66326,452.13115,8.05433,30.82856,430.60277,50.38311,105.99929,468.22959,371.72163,451.51369,366.17511,616.15952,819.80171,880.68406,1003.81551,1037.01683,616.05051,692.6964,883.22053,883.44058,1055.50445,1210.51509,0.51313,0.56797,0.64175,8.0111,6.916,0.0894,0,7.2951,-0.0,1.9463,1.685,0.0341,0,1.88,-0.0,12.3553,12.3553,0.3803,0,7.6564,0.0,35.3262,33.2577,0.8847,0,4.0725,0.0,39.1958,32.1136,0.4625,0,21.0689,0.0001,16.3542,16.3542,0.5581,0,7.2273,0.0,113.189,49.2003,0.3967,161.2487,65.9475,1440.07,18760.6,1.6458,1.7164,68.7751,0.3984
147,OK,,96.07874,169.18833,397.7674,9.0526,31.89614,460.25379,45.77583,111.87767,457.96091,347.5659,409.00274,347.64556,605.71525,683.88886,819.2723,994.27445,1083.20722,590.91154,764.52217,858.38313,943.7966,1093.43956,1062.49702,0.5736,0.57895,0.69565,13.443,12.3484,0.0213,0,13.1562,0.0,1.34,1.0887,0.0241,0,1.3076,-0.0,10.5302,10.5302,0.4898,0,5.3721,-0.0,38.1824,36.2508,0.5819,0,15.9625,-0.0,40.5994,33.953,0.4447,0,22.5453,-0.0431,13.7397,13.7397,0.5208,0,6.5846,-0.0001,117.8348,64.9284,0.3298,181.2029,61.451,1321.62,18760.6,1.8222,1.9175,64.667,0.3313
148,OK,,95.83996,176.14972,435.14538,8.62925,34.76533,427.11641,47.90149,96.45055,481.50658,350.09634,481.3934,311.11084,556.12345,721.65842,910.6902,1061.72564,937.62086,575.60765,700.41444,947.47115,1061.03058,949.65469,1215.86313,0.5579,0.54868,0.61553,12.563,11.4662,0.0237,0,12.265,0.0,3.8217,3.5747,0.0007,0,3.8191,-0.0,16.4476,16.4476,0.2786,0,11.865,0.0,38.8521,36.9221,0.7993,0,7.7969,0.0001,36.725,30.1357,0.4629,0,19.7258,0.0001,15.7172,15.7173,0.5672,0,6.8031,0.0002,124.1265,62.2749,0.3447,172.6953,61.2965,1483.94,18760.6,1.9288,2.025,64.354,0.3464
149,OK,,104.03208,182.66467,470.5991,7.8094,31.3046,432.76475,48.23471,110.27963,468.29327,345.13408,449.43482,371.83747,603.13884,798.96527,934.85014,983.05506,1100.7117,613.65849,703.1086,852.4787,947.35329,1045.40021,1270.43824,0.58522,0.58193,0.65145,5.9867,4.888,0.0421,0,5.7347,0.0,1.8467,1.5813,0.0417,0,1.7698,-0.0,12.0472,12.0472,0.4116,0,7.0885,-0.0,39.3602,37.2763,0.8265,0,6.8285,-0.0004,36.8704,29.6657,0.4702,0,19.533,-0.0601,15.4041,15.4038,0.5422,0,7.0522,-0.0002,111.5153,48.0067,0.4124,156.3547,66.5291,1373.87,18760.6,1.61,1.6762,69.263,0.4142
150,OK,,94.5001,181.11194,418.28975,8.97523,36.85027,463.02952,47.18051,103.94467,434.59645,358.70129,458.18922,309.76836,540.20956,757.21453,911.88231,950.38822,927.65803,626.54164,717.67807,944.93123,958.26499,953.23412,1066.91154,0.56211,0.5797,0.62363,8.6389,7.5406,0.053,0,8.1814,0.0,2.265,2.0171,0.0009,0,2.263,-0.0,12.7243,12.7244,0.3349,0,8.4634,0.0,37.2483,35.3447,0.7054,0,10.973,-0.0007,39.9973,33.4517,0.4447,0,22.2102,-0.0484,13.8048,13.8042,0.5366,0,6.3969,-0.0006,114.6786,58.4879,0.3271,179.6187,60.4416,1356.02,18760.6,1.8022,1.8973,63.6316,0.3287
151,OK,,105.62853,174.43544,399.94191,8.14419,35.62873,425.33993,44.65684,104.42477,437.90342,389.13774,442.90893,375.80776,624.85301,697.68694,905.71831,916.95373,1112.26814,603.98707,803.32765,951.52644,946.30678,1030.28151,1063.60232,0.52323,0.53222,0.67731,19.5261,18.4298,0.0541,0,18.4699,0.0,1.9577,1.6862,0.0453,0,1.869,-0.0,11.2006,11.2007,0.5187,0,5.3909,0.0,32.1137,29.9989,0.7397,0,8.3596,-0.0,38.9141,31.6632,0.4856,0,20.016,0.0001,16.1816,16.1817,0.5537,0,7.2218,0.0001,119.8939,61.3273,0.4019,163.0652,67.551,1424.72,18760.6,1.7029,1.7749,70.4075,0.4037
152,OK,,110.46421,168.5264,479.05069,8.5235,34.42785,446.42066,44.11894,107.72199,430.7221,365.35805,396.99851,319.83074,590.48737,773.6264,969.73369,960.88157,964.00172,641.87865,809.74299,872.06374,894.15767,964.47207,1083.90509,0.50559,0.59462,0.60389,10.1247,9.0303,0.0484,0,9.6352,0.0,1.4085,1.1624,0.0036,0,1.4034,-0.0,12.9268,12.9268,0.39,0,7.8854,-0.0,32.8646,30.6395,0.9161,0,2.7562,-0.0,42.0135,34.4183,0.4731,0,22.1357,0.0001,16.7438,16.7438,0.5509,0,7.5193,-0.0,116.082,51.3352,0.4021,170.5836,70.6435,1414.76,18760.6,1.5765,1.6432,73.6333,0.404
153,OK,,92.71817,193.65696,428.02071,8.43348,31.36399,433.69511,43.90031,97.39571,399.19998,328.04533,460.33242,337.95245,645.7277,679.17013,992.74258,887.9266,953.79038,580.31079,695.93588,908.00973,1020.23711,1018.25694,1267.92871,0.51545,0.55254,0.64932,4.0529,2.9512,0.0117,0,4.0056,0.0,2.2276,1.9803,0.0105,0,2.2042,-0.0,17.332,17.332,0.2868,0,12.3604,0.0,36.6884,34.822,0.8456,0,5.6636,-0.0,36.9215,30.5478,0.452,0,20.2326,0.0002,16.4315,16.4315,0.5648,0,7.1514,-0.0,113.6538,51.6178,0.341,168.7981,59.3003,1546.61,18760.6,1.8246,1.9166,62.2902,0.3426
154,OK,,107.63175,193.60452,400.50424,8.66309,35.53512,443.76645,48.01634,92.94699,416.37374,328.47655,459.59946,349.96597,559.81015,778.7891,974.2003,953.00658,1038.73219,624.33597,737.90496,876.67571,962.76629,1101.20591,1262.65051,0.58509,0.58646,0.69782,7.1372,6.0355,0.0116,0,7.0546,0.0,2.0508,1.7968,0.0188,0,2.0122,-0.0,14.396,14.396,0.3975,0,8.6736,-0.0,40.0404,37.8766,0.7762,0,8.9604,-0.0,36.0665,28.6691,0.4887,0,18.4425,0.0001,17.0651,17.0651,0.5844,0,7.0925,-0.0001,116.7559,52.2358,0.3856,173.4094,68.8337,1501.04,18760.6,1.6243,1.6962,71.8813,0.3874
155,OK,,105.60721,180.47869,393.20795,8.03278,36.80684,472.93096,51.68676,98.96852,440.88817,351.30543,396.22504,330.93187,588.77329,742.03147,851.24419,1062.97509,1113.74322,648.8703,695.65818,917.12188,934.57741,1080.87804,1131.53864,0.52641,0.55222,0.62547,11.8632,10.7651,0.0321,0,11.482,0.0,1.4556,1.2074,0.0075,0,1.4447,0.0,12.1319,12.1319,0.5012,0,6.0518,0.0,33.5659,31.4391,0.7701,0,7.7158,-0.0,38.5028,31.242,0.4801,0,20.0193,0.0001,15.9911,15.9913,0.5712,0,6.8578,0.0002,113.5105,53.5713,0.4073,160.7711,67.5369,1430.78,18760.6,1.6135,1.6807,70.3516,0.4092
156,OK,,100.04988,188.22692,403.82792,8.731,35.52836,425.92523,51.00407,94.05831,404.71525,374.6424,438.20965,371.21754,556.73641,764.30251,855.94289,1028.49663,922.29218,591.80672,782.12032,853.87784,926.87214,1027.95507,1073.3807,0.5004,0.52602,0.69126,14.9168,13.8166,0.0489,0,14.1868,0.0,1.7927,1.524,0.048,0,1.7066,-0.0,14.0022,14.0022,0.3352,0,9.3093,0.0,32.6622,30.6581,0.8019,0,6.47,0.0,39.507,32.639,0.4703,0,20.9251,0.0001,16.4377,16.4378,0.5813,0,6.8819,0.0,119.3186,59.4798,0.3558,174.8052,63.9878,1506.24,18760.6,1.7789,1.8647,67.0755,0.3573
157,OK,,91.46949,183.42247,397.29787,8.14644,35.75374,430.79259,43.75474,103.10039,394.88303,336.68632,405.8906,363.21859,628.21329,818.67037,837.02709,1034.71076,935.44506,565.81418,686.53716,929.24756,878.32554,936.5586,1288.25683,0.53651,0.53283,0.68917,3.5488,2.4499,0.0584,0,3.3415,0.0,1.33,1.0684,0.0466,0,1.268,-0.0,17.3787,17.3787,0.2486,0,13.0577,0.0,38.4088,36.5742,0.8795,0,4.6268,-0.0,35.9084,29.626,0.4529,0,19.6448,0.0001,15.9778,15.9778,0.5495,0,7.1979,-0.0001,112.5525,49.1366,0.348,163.0877,58.5009,1507.0,18760.6,1.8335,1.9239,61.3854,0.3495
158,OK,,91.18708,170.14764,404.10544,8.82245,36.50203,424.44764,45.20296,109.16532,450.21485,360.59531,398.93211,324.26283,631.2054,690.5945,892.87196,1069.96347,934.09149,645.71242,746.67319,955.45288,912.98057,1073.54179,1087.69548,0.56807,0.57008,0.63434,11.5037,10.4087,0.0399,0,11.0445,0.0,1.331,1.0841,0.0064,0,1.3225,0.0,13.046,13.046,0.3852,0,8.0212,0.0,37.8743,36.0376,0.6615,0,12.8196,0.0,39.497,33.185,0.4373,0,22.2249,-0.0422,13.3637,13.3637,0.5187,0,6.4318,0.0,116.6156,61.8646,0.321,176.5697,58.3234,1336.7,18760.6,1.8974,1.9995,61.4623,0.3225
159,OK,,93.12798,166.73941,423.44588,9.00474,34.67238,436.26246,45.53104,109.20464,446.76329,397.93213,470.13578,358.88181,627.37651,695.4306,831.55519,976.3742,1078.2358,559.83627,791.47558,946.49617,980.25755,1091.70658,1171.48818,0.5379,0.55307,0.69853,17.4223,16.3285,0.0637,0,16.313,0.0,2.5329,2.2737,0.0213,0,2.479,-0.0,10.9586,10.9586,0.3822,0,6.77,-0.0,37.9207,36.0519,0.6483,0,13.338,0.0,39.7017,33.3046,0.4396,0,22.249,0.0001,15.4518,15.4516,0.5365,0,7.1625,-0.0001,123.988,68.3116,0.3213,180.2627,59.5647,1440.31,18760.6,1.9753,2.0816,62.7685,0.3228
160,OK,,97.54767,186.27451,477.35722,8.67978,33.83087,422.43596,51.09463,98.12738,447.08882,377.4789,414.77008,334.72403,591.69979,771.59563,887.07812,1052.36395,1060.43542,610.42293,689.47213,848.87399,977.60598,1093.14373,1073.2581,0.53165,0.54014,0.64766,9.0946,7.9949,0.068,0,8.4759,0.0,1.3254,1.0779,0.0163,0,1.3038,0.0,10.5047,10.5047,0.4561,0,5.7131,-0.0,34.3878,32.4238,0.6598,0,11.6977,0.0,39.2477,32.5414,0.4613,0,21.1437,0.0001,15.1435,15.1434,0.5629,0,6.6192,-0.0001,109.7038,54.9534,0.3489,173.7242,62.3883,1430.45,18760.6,1.6759,1.7584,65.4615,0.3505
161,OK,,100.03661,193.37816,440.25344,7.91499,36.64984,411.00999,50.05645,110.44629,394.5918,371.96286,412.69037,352.54869,580.37889,815.52165,839.2126,1058.68624,1085.11158,574.05968,784.1543,945.37247,990.1955,1004.20602,1216.27793,0.57418,0.54533,0.63494,16.0889,14.9873,0.0365,0,15.5019,0.0,1.3808,1.1255,0.0343,0,1.3336,0.0,13.4833,13.4833,0.3799,0,8.3614,-0.0,38.6029,36.5925,0.7889,0,8.1487,0.0,37.1139,30.1826,0.4664,0,19.803,-0.0564,15.027,15.0269,0.5383,0,6.9373,-0.0001,121.6968,60.0859,0.3914,158.4383,63.9758,1372.7,18760.6,1.823,1.9022,66.7569,0.3932
162,OK,,93.1156,161.26947,453.62892,8.21597,31.16321,430.33163,52.78909,99.60361,445.93398,363.18707,478.22498,340.0313,534.43142,806.92309,924.88948,963.03725,1041.98986,612.14377,712.58484,851.74193,1007.27569,1023.40174,1208.75578,0.53481,0.57668,0.66242,6.9576,5.8657,0.0702,0,6.4689,-0.0,2.8393,2.5914,0.0086,0,2.8148,-0.0,12.5868,12.5868,0.3463,0,8.2277,-0.0,36.2268,34.353,0.7764,0,8.0986,0.0001,38.3286,31.8701,0.4409,0,21.4279,-0.0576,14.4424,14.4429,0.5514,0,6.4794,0.0005,111.3816,53.5173,0.3513,164.4469,59.5533,1409.74,18760.6,1.7832,1.8703,62.4608,0.353
163,OK,,93.6801,175.57805,432.07934,8.70758,30.46873,410.81922,52.07608,104.75998,438.09927,372.10431,465.42367,365.80668,565.62773,820.5315,948.9975,1062.41289,1016.13835,632.69049,726.15137,861.51819,905.37418,1029.14412,1185.45595,0.58368,0.55662,0.62233,10.1239,9.0273,0.0645,0,9.4707,0.0,2.8042,2.5423,0.024,0,2.7368,-0.0,11.8603,11.8603,0.3543,0,7.6583,0.0,40.1314,38.2546,0.6843,0,12.6679,-0.0001,37.8307,31.3455,0.4474,0,20.9063,-0.0514,14.2056,14.2056,0.5392,0,6.5456,-0.0001,116.9562,59.9855,0.334,174.3261,59.9163,1375.23,18760.6,1.8562,1.952,63.0074,0.3355
164,OK,,109.33872,180.40085,400.92743,7.62412,33.18005,412.29617,50.81502,109.9851,422.5016,354.74045,463.37089,362.74755,600.0637,803.73383,862.08433,992.14937,1061.84273,613.89211,797.3963,879.41368,885.36569,1055.47279,1172.5906,0.50277,0.53263,0.61277,10.8505,9.7525,0.0419,0,10.3962,0.0,2.8613,2.6018,0.0185,0,2.8084,-0.0,12.9476,12.9477,0.4261,0,7.43,0.0,33.5158,31.3199,0.9414,0,1.9626,-0.0003,39.0583,31.5472,0.4837,0,20.1648,0.0001,17.1271,17.1263,0.5585,0,7.5624,-0.0008,116.3606,50.3244,0.4436,152.6305,69.9202,1433.65,18760.6,1.6033,1.6642,72.5743,0.4456
165,OK,,109.52034,190.09472,445.84545,8.50917,34.12054,398.54127,48.39109,96.35881,437.50103,366.49598,404.36072,333.6527,604.55185,819.58226,918.48036,1057.75518,962.7866,571.83486,738.69521,944.2795,935.75294,1045.75263,1158.04376,0.57178,0.50998,0.6521,7.9367,6.836,0.0774,0,7.3222,0.0,1.4279,1.1805,0.0153,0,1.406,-0.0,14.7846,14.7846,0.3765,0,9.2176,0.0,38.0048,35.7994,0.8021,0,7.5211,-0.0002,36.3959,28.8662,0.5082,0,17.8991,0.0001,17.4763,17.4766,0.5812,0,7.3189,0.0002,116.0263,50.685,0.3993,170.3083,70.0401,1498.69,18760.6,1.5888,1.6566,73.0263,0.4012
166,OK,,99.75651,192.52817,448.60462,8.05951,36.25163,423.24212,45.1415,106.79105,422.19528,338.50872,415.50205,340.25654,622.05939,767.31724,921.82016,927.38635,1030.06309,559.2517,749.18489,897.69932,977.14746,1104.8308,1166.14433,0.57503,0.5556,0.69372,4.3592,3.2578,0.0352,0,4.2056,0.0,1.3537,1.1035,0.0192,0,1.3278,-0.0,12.3399,12.3399,0.4191,0,7.1677,0.0,37.1245,35.1169,0.748,0,9.3554,0.0,36.9576,30.0429,0.4706,0,19.5641,-0.057,14.7944,14.7944,0.5394,0,6.815,0.0,106.9293,48.4354,0.3835,161.3155,63.7974,1376.88,18760.6,1.6047,1.6761,66.6334,0.3853
167,OK,,92.15245,188.27767,476.77945,8.02528,34.53455,409.07663,47.89574,107.47353,444.76287,336.26159,429.79641,323.31447,546.30072,747.015,948.48184,919.36807,958.91202,589.55131,735.2167,868.96119,921.4827,1116.11343,1231.85542,0.59604,0.57404,0.60792,5.3277,4.2274,0.0193,0,5.2249,0.0,2.0973,1.8509,0.004,0,2.0889,-0.0,13.1032,13.1032,0.3433,0,8.6044,0.0,39.7882,37.9319,0.7427,0,10.2365,-0.0001,36.4318,30.053,0.4467,0,20.1587,-0.0426,13.3523,13.3523,0.5238,0,6.3582,0.0,110.1005,52.6717,0.3557,160.6149,58.9369,1334.58,18760.6,1.7823,1.8681,61.7746,0.3574
168,OK,,106.13893,161.94611,452.81221,8.24759,35.85,473.97648,52.03588,107.77127,429.35039,369.36944,430.31691,328.42243,634.39556,775.60519,926.92529,924.05548,1101.04827,639.5408,761.94953,874.04678,1016.9874,1038.85423,1267.71935,0.59394,0.58175,0.64284,11.1324,10.0403,0.0544,0,10.5272,0.0,1.5571,1.3098,0.0063,0,1.5473,-0.0,11.6892,11.6892,0.4178,0,6.8053,-0.0,41.1535,39.0158,0.7883,0,8.7139,0.0,37.538,30.1755,0.472,0,19.8219,-0.0648,15.7979,15.7979,0.5538,0,7.0485,-0.0,118.8682,54.464,0.399,165.0681,67.8777,1387.25,18760.6,1.6796,1.7512,70.7721,0.4008
169,OK,,99.4933,166.11853,427.1325,8.92505,30.75848,442.61221,44.06894,105.85075,464.82212,384.28259,463.70612,309.71374,581.18817,790.69611,903.74157,960.13672,956.62834,562.97879,773.55435,863.97153,938.86435,974.15372,1243.93773,0.51885,0.57118,0.60527,14.2972,13.2036,0.0633,0,13.3924,0.0,2.5656,2.3204,0.0008,0,2.5635,-0.0,14.375,14.375,0.2755,0,10.4151,-0.0,38.5928,36.5894,0.8562,0,5.5506,0.0002,39.739,32.8986,0.4528,0,21.7445,0.0001,17.2639,17.2638,0.5562,0,7.662,-0.0001,126.8334,61.3281,0.3463,178.6144,63.6329,1512.92,18760.6,1.8989,1.9932,66.7945,0.3479
170,OK,,104.2556,191.90436,444.23914,8.07199,36.46217,415.0768,45.51041,104.46577,463.65917,395.24045,454.98647,376.7728,558.68062,801.87421,940.19659,1026.6454,997.70299,606.91446,788.26373,923.19137,990.05329,1078.34458,1082.37572,0.5615,0.5238,0.65383,13.9199,12.8186,0.0843,0,12.7469,-0.0,2.6646,2.3921,0.0314,0,2.5809,-0.0,11.8276,11.8276,0.4378,0,6.6495,0.0,34.5185,32.4328,0.7634,0,8.1656,0.0,37.3119,30.0898,0.4897,0,19.0402,-0.0648,15.4577,15.4577,0.55,0,6.9555,-0.0,115.7003,56.1385,0.4002,161.6213,66.6731,1394.79,18760.6,1.6646,1.7353,69.5052,0.4019
171,REJECT,Calciner I_B<0 (-26.13),96.37779,190.119,466.55564,8.25625,36.6442,430.48072,46.3984,107.55734,454.8718,381.40073,448.48374,343.04049,586.76586,812.74813,866.43757,910.74806,1068.42971,640.17929,798.93683,972.20331,1011.73727,945.56995,1197.98226,0.54381,0.56417,0.6813,8.5445,7.4437,0.0884,0,7.7895,0.0,2.0953,1.844,0.0136,0,2.0669,-0.0,12.1869,12.1869,0.3652,0,7.736,-0.0,-26.1336,-28.0772,0.7832,0,0.0,-0.0045,38.349,31.6638,0.4518,0,21.023,-0.0604,15.0913,15.091,0.5395,0,6.9491,-0.0003,50.1334,45.5645,0.3619,165.2566,61.6386,1408.44,18760.6,0.7766,0.8133,64.555,0.3636
172,OK,,101.35519,188.81974,424.75293,8.26125,34.37957,460.1979,50.12933,93.97067,440.94233,379.43828,455.74572,326.72783,580.50377,733.6424,984.11787,1032.13112,1094.51686,622.64328,704.71014,855.59477,941.27661,1042.90194,1073.99743,0.50239,0.59225,0.68939,12.8772,11.7768,0.0645,0,12.047,0.0,1.7214,1.4748,0.0061,0,1.7108,-0.0,10.5221,10.5221,0.4836,0,5.4336,-0.0,30.944,28.9024,0.7529,0,7.646,-0.0001,39.9897,33.021,0.4622,0,21.5081,0.0001,15.0596,15.0595,0.5718,0,6.4486,-0.0001,111.114,54.7941,0.3804,165.34,64.8201,1421.8,18760.6,1.6406,1.7142,67.7288,0.3822
173,OK,,103.24385,171.66265,415.52745,8.92301,36.29483,456.39092,46.23689,97.1002,442.3783,356.03895,415.44515,375.62158,577.1925,728.63341,989.98581,984.37571,996.45958,652.07055,791.60227,966.53742,973.48691,1115.27481,1220.92145,0.5422,0.57023,0.69347,9.1441,8.0487,0.0497,0,8.6895,0.0,1.4368,1.1633,0.0586,0,1.3526,-0.0,14.2047,14.2046,0.3721,0,8.9185,-0.0,38.0478,35.9827,0.7727,0,8.6467,0.0,38.0339,30.9475,0.4726,0,20.0585,0.0002,17.3054,17.3056,0.5758,0,7.3417,0.0002,118.1726,55.0074,0.3594,178.6584,66.0302,1524.38,18760.6,1.7081,1.7897,69.1838,0.3609
174,OK,,98.80589,180.40293,398.80505,7.9395,31.10169,401.94564,46.51288,103.2034,439.73958,374.74173,461.56216,338.18919,649.42633,756.44597,835.27742,988.4224,1058.10658,621.07014,708.88938,887.77666,1038.43265,963.0195,1233.42305,0.58291,0.59311,0.64057,15.8109,14.7128,0.0457,0,15.089,0.0,3.0368,2.7895,0.0073,0,3.0146,-0.0,11.1782,11.1782,0.3815,0,6.9135,-0.0,38.1921,36.2032,0.8121,0,7.1759,-0.0001,36.4427,29.5944,0.4628,0,19.5779,-0.0556,14.4515,14.4515,0.5447,0,6.5802,-0.0,119.1122,58.3511,0.3854,158.9113,63.1892,1374.12,18760.6,1.8052,1.885,65.982,0.3872
175,OK,,104.80522,182.88943,478.00625,7.66616,36.24062,454.86398,49.18165,104.41296,442.22256,356.6673,420.35742,337.37326,563.76873,814.24216,969.7969,933.60037,933.19075,569.67189,751.59703,982.5229,959.70557,937.69137,1223.21443,0.56038,0.51194,0.62857,5.0839,3.9851,0.0631,0,4.7629,0.0,1.428,1.1785,0.012,0,1.4109,-0.0,17.1523,17.1523,0.2891,0,12.1932,0.0,38.0055,35.8957,0.9661,0,1.2865,0.0001,35.6447,28.4396,0.4925,0,18.0908,0.0001,16.5984,16.5983,0.562,0,7.2694,-0.0001,113.9128,45.0138,0.423,153.4395,67.0227,1451.18,18760.6,1.6343,1.6996,69.7012,0.425
176,OK,,97.47531,185.27204,465.91256,7.965,34.85838,474.46733,44.71852,106.11525,436.58165,347.70208,475.90386,320.29053,560.11542,742.88815,906.32818,1017.46196,1010.45992,648.61144,678.35846,928.92275,966.01816,1107.29799,1287.36983,0.55905,0.51563,0.63867,4.7572,3.6578,0.0463,0,4.5368,0.0,2.1171,1.8705,0.0029,0,2.111,-0.0,13.9141,13.9141,0.3451,0,9.1119,0.0,39.0242,37.0607,0.8172,0,7.1354,-0.0001,35.3557,28.6536,0.4733,0,18.6206,0.0001,16.5731,16.5731,0.5514,0,7.435,-0.0,111.7415,48.9508,0.3791,159.4063,62.3389,1489.79,18760.6,1.7153,1.7925,65.1437,0.3808
177,OK,,94.09536,177.89745,436.35934,7.56893,30.31816,473.28561,46.1373,97.75484,455.40653,377.97829,448.56906,339.0629,555.25614,750.0356,862.70747,1011.06665,1098.39323,577.10649,802.45142,831.27043,1061.50814,1041.25516,1116.50123,0.54137,0.53142,0.67572,10.8318,9.7345,0.0695,0,10.0792,-0.0,1.4958,1.2485,0.0129,0,1.4765,0.0,11.5685,11.5685,0.4438,0,6.4345,0.0,32.464,30.57,0.7314,0,8.7206,-0.0001,35.7882,29.2628,0.4695,0,18.987,-0.0568,14.0966,14.0965,0.55,0,6.3436,-0.0001,106.2449,52.0412,0.3845,151.4951,60.1767,1400.84,18760.6,1.6907,1.7655,62.8393,0.3863
178,OK,,93.89526,174.28606,477.86327,8.5127,33.94887,435.44277,43.37333,111.27929,404.08191,352.35269,417.94458,348.76035,567.88292,798.6061,920.15687,1028.28824,1033.21755,570.23507,695.22593,922.96633,933.33236,997.29975,1171.10375,0.53609,0.5929,0.63734,10.362,9.2658,0.0247,0,10.1058,0.0,1.3394,1.0867,0.028,0,1.3019,-0.0,12.698,12.698,0.3498,0,8.2567,0.0,36.5163,34.6285,0.756,0,8.9105,-0.0,40.0031,33.4981,0.4354,0,22.5852,-0.0521,14.4522,14.4519,0.5236,0,6.8848,-0.0002,115.3711,58.045,0.3422,170.3975,60.053,1378.02,18760.6,1.8292,1.9212,63.0704,0.3438
