sample,status,reason,rawmeal_feed[kg/s],rmgas_flow[kg/s],rmgas_temp[K],coal_feed[kg/s],cmgas_flow[kg/s],cmgas_temp[K],clrcair_flow[kg/s],clrcair2_flow[kg/s],rmfan_T[K],rmdry_T[K],gasht_T[K],cmdry_T[K],phk1_T[K],phk2_T[K],phk3_T[K],phk4_T[K],phk5_T[K],phc1_T[K],phc2_T[K],phc3_T[K],phc4_T[K],phc5_T[K],clcalc_T[K],coal_split[-],secair_split[-],meal_split[-],RawMill_I_B_MW,RawMill_I_A_MW,RawMill_eps,RawMill_eps_capped,RawMill_IP_MW,RawMill_Eclose_MW,CoalMill_I_B_MW,CoalMill_I_A_MW,CoalMill_eps,CoalMill_eps_capped,CoalMill_IP_MW,CoalMill_Eclose_MW,Preheater_I_B_MW,Preheater_I_A_MW,Preheater_eps,Preheater_eps_capped,Preheater_IP_MW,Preheater_Eclose_MW,Calciner_I_B_MW,Calciner_I_A_MW,Calciner_eps,Calciner_eps_capped,Calciner_IP_MW,Calciner_Eclose_MW,Kiln_I_B_MW,Kiln_I_A_MW,Kiln_eps,Kiln_eps_capped,Kiln_IP_MW,Kiln_Eclose_MW,ClinkerCooler_I_B_MW,ClinkerCooler_I_A_MW,ClinkerCooler_eps,ClinkerCooler_eps_capped,ClinkerCooler_IP_MW,ClinkerCooler_Eclose_MW,plant_I_B_MW,plant_IP_MW,plant_eps,coal_ex_MW,clinker_ex_MW,clinker_T_K,NCV_kJkg,plant_spec_I_MJkg,plant_spec_I_MWMW,clinker_mass_kgps,plant_eps_stream
296,OK,,106.41307,174.69317,413.88468,8.60809,30.77118,473.42943,52.56516,99.7653,450.63051,333.20939,443.22527,310.48828,616.85784,764.85239,943.61653,895.22832,938.83343,568.0713,720.42859,856.76495,1014.70663,927.53583,1217.45241,0.52148,0.53983,0.6317,10.4716,9.3752,0.0125,0,10.3407,0.0,1.8719,1.6267,0.001,0,1.87,-0.0,17.0832,17.0832,0.2858,0,12.2008,-0.0,38.0989,35.956,0.9303,0,2.6551,0.0002,38.9572,31.6411,0.4777,0,20.3472,0.0002,17.8128,17.8127,0.5823,0,7.4411,-0.0001,124.2956,54.8548,0.3836,172.2715,68.0545,1520.3,18760.6,1.7486,1.8264,71.0838,0.3855
297,OK,,95.09783,196.26568,400.68048,8.12113,34.18016,404.4466,51.77877,111.67027,476.82627,367.83798,476.14644,331.10665,535.80295,799.37453,963.28389,977.38344,1114.27807,578.19785,787.9529,830.01907,997.10845,933.97256,1213.54686,0.51113,0.57226,0.67507,18.1326,17.0302,0.03,0,17.5884,0.0,3.737,3.4899,0.0041,0,3.7218,-0.0,14.7108,14.7108,0.3495,0,9.57,0.0,36.1709,34.2557,0.8179,0,6.5868,-0.0001,40.4332,33.8399,0.4343,0,22.8712,-0.055,14.918,14.9177,0.5318,0,6.9851,-0.0004,128.1025,67.3234,0.3629,162.5395,60.8199,1387.41,18760.6,2.0114,2.1063,63.688,0.3646
298,OK,,99.25165,164.65364,472.55031,8.87193,30.33453,422.24645,45.09279,99.23448,464.23709,379.31328,431.4841,333.85198,647.31676,741.80225,943.99419,1069.32072,1076.33647,629.29334,701.82518,934.45462,1030.27566,1024.22276,1138.73864,0.51931,0.58462,0.60909,8.4286,7.3355,0.091,0,7.6612,0.0,1.5975,1.352,0.0135,0,1.5759,0.0,11.3542,11.3541,0.4232,0,6.5492,-0.0,34.9596,32.961,0.7234,0,9.6685,-0.0002,39.8697,33.0462,0.4559,0,21.6933,0.0001,16.0352,16.0365,0.5618,0,7.0262,0.0014,112.2448,54.1743,0.3475,177.5691,63.4782,1471.06,18760.6,1.6848,1.7682,66.6203,0.3491
299,OK,,96.84019,172.81619,459.74535,8.22664,33.79209,402.47045,44.72991,103.31213,457.53777,385.71291,407.03272,324.78146,600.45328,785.32216,894.86384,933.46562,950.12638,622.32505,733.91506,910.53526,994.8368,1073.17878,1173.97589,0.5286,0.56381,0.66324,10.138,9.0423,0.0888,0,9.2377,0.0,1.444,1.1979,0.0069,0,1.4341,0.0,11.3066,11.3066,0.3436,0,7.4218,-0.0,35.385,33.4344,0.8259,0,6.1612,0.0,38.1982,31.5398,0.457,0,20.7412,0.0001,15.3976,15.3976,0.5485,0,6.9522,-0.0,111.8695,51.9481,0.3649,164.6457,61.9341,1437.53,18760.6,1.7254,1.8063,64.8384,0.3666
300,OK,,98.91785,176.92937,453.90198,8.33535,31.532,413.26963,52.7161,96.50723,413.12588,347.12852,451.20343,347.36316,571.62413,695.39506,944.76573,927.21564,1002.07943,615.57112,773.21778,886.03138,1055.78331,1003.0696,1057.32866,0.56228,0.54354,0.61104,7.1089,6.0119,0.0332,0,6.873,0.0,2.4226,2.1717,0.0146,0,2.3872,-0.0,12.2673,12.2673,0.4257,0,7.0456,0.0,34.6884,32.6992,0.7185,0,9.7635,0.0,37.9038,31.0497,0.4712,0,20.0431,-0.0553,14.1598,14.1598,0.5606,0,6.2212,0.0001,108.5507,52.3338,0.368,166.8456,63.2625,1372.13,18760.6,1.6396,1.7159,66.2037,0.3697
301,OK,,97.51282,177.64842,418.36705,7.87119,34.39674,421.21419,47.65225,95.01968,476.21999,396.65499,423.80368,369.58128,645.56677,815.27867,859.25537,896.53082,1107.24953,549.84307,723.98108,946.34733,1032.24426,935.91154,1100.99241,0.5982,0.54115,0.61837,18.001,16.9037,0.0629,0,16.869,0.0,1.4423,1.1771,0.058,0,1.3587,-0.0,11.2398,11.2398,0.4539,0,6.1378,-0.0,35.6056,33.6528,0.6936,0,10.9108,0.0001,34.7509,28.0019,0.4836,0,17.9444,-0.0518,13.6127,13.6126,0.5553,0,6.0542,-0.0001,114.6523,59.2749,0.3836,157.5879,62.3624,1360.35,18760.6,1.7603,1.8385,65.132,0.3853
302,OK,,105.12257,167.97537,459.77978,8.6365,31.48371,393.18343,51.75175,103.15178,432.42618,369.99093,440.81615,351.25631,590.5969,690.2357,949.17916,996.92069,959.92741,603.21346,769.33712,868.19389,1030.15473,1094.48377,1191.03553,0.57048,0.52237,0.61015,10.5761,9.4819,0.0559,0,9.9849,0.0,2.6203,2.3675,0.0166,0,2.5769,0.0,13.6292,13.6292,0.3635,0,8.6757,0.0,39.6735,37.5607,0.7729,0,9.0093,0.0001,37.4468,30.2224,0.4841,0,19.3181,0.0001,16.8028,16.8028,0.5685,0,7.2509,0.0,120.7487,56.8158,0.3778,172.879,67.2298,1460.44,18760.6,1.7183,1.7961,70.2722,0.3795
303,OK,,100.39703,182.54686,453.99234,7.52584,35.99427,413.39194,45.62139,92.88586,430.857,363.12989,476.30491,349.91601,638.04419,776.04843,909.37566,957.66024,958.73466,559.88969,780.07286,874.90147,936.47183,1042.4519,1193.58895,0.50528,0.55517,0.63398,8.143,7.0443,0.0569,0,7.68,-0.0,3.4868,3.233,0.0094,0,3.454,-0.0,13.022,13.022,0.3488,0,8.4803,0.0,32.2059,30.1867,0.9619,0,1.2265,-0.0001,36.0427,29.1429,0.4799,0,18.7473,0.0001,16.0855,16.0857,0.575,0,6.836,0.0002,108.9858,46.424,0.4126,150.6451,64.2044,1495.55,18760.6,1.6306,1.6975,66.8387,0.4144
304,OK,,108.59082,180.90338,422.98456,8.43037,36.03198,419.6415,50.34351,105.32113,462.82541,388.8573,411.99095,326.23665,596.49343,807.19701,881.20987,930.94298,1096.17959,601.36735,773.70571,964.60692,1046.99339,1100.13451,1192.88972,0.50259,0.57812,0.64102,16.1073,15.0091,0.067,0,15.0288,0.0,1.376,1.1289,0.0078,0,1.3653,0.0,12.245,12.245,0.4319,0,6.9558,-0.0,35.1221,32.9348,0.8324,0,5.8861,-0.0001,40.7815,33.3152,0.4689,0,21.6609,0.0001,17.4354,17.4354,0.5679,0,7.5332,-0.0,123.0673,58.4301,0.3995,168.7243,69.4457,1467.98,18760.6,1.6997,1.7721,72.404,0.4014
305,OK,,108.24569,180.21919,393.82083,8.34516,33.10493,474.22883,48.62004,103.12214,422.78309,349.45588,460.73398,361.30413,567.67409,824.1168,939.92205,962.1713,1088.03201,631.39167,716.77512,906.41677,972.09373,1073.2454,1263.54471,0.58365,0.56182,0.61575,10.5348,9.4368,0.0353,0,10.1627,0.0,1.563,1.3036,0.0322,0,1.5127,-0.0,13.6889,13.6888,0.4137,0,8.0263,-0.0,40.1854,38.0131,0.7881,0,8.5167,0.0001,36.5577,29.1207,0.4871,0,18.7492,0.0001,17.0541,17.0541,0.5673,0,7.3794,0.0,119.5838,54.3469,0.4022,167.0629,69.2247,1458.73,18760.6,1.6574,1.7275,72.1517,0.404
306,OK,,101.1478,168.59518,403.07488,8.39937,31.66447,454.79072,50.21416,96.49485,406.02113,387.01418,448.98238,333.91426,598.27799,678.21799,836.27644,1060.65543,928.34737,585.01782,742.55123,815.93595,1000.59526,1097.31421,1235.73134,0.55723,0.53207,0.65216,18.3325,17.238,0.053,0,17.3618,0.0,1.5373,1.2909,0.0121,0,1.5187,0.0,14.204,14.204,0.3169,0,9.7027,-0.0,38.7762,36.7394,0.824,0,6.8242,-0.0002,36.2328,29.2788,0.4794,0,18.8617,0.0001,16.6679,16.6681,0.5776,0,7.0409,0.0002,125.7506,61.3098,0.3735,168.111,64.6881,1504.17,18760.6,1.8589,1.944,67.6491,0.3752
307,OK,,99.95295,172.10115,402.50432,8.69616,35.75733,476.84868,51.25442,104.44183,434.38612,338.72192,412.61119,358.29241,619.7105,737.19615,832.97163,1054.08571,1044.03739,645.09558,682.57707,922.89843,891.49129,1097.59871,1160.70758,0.57461,0.57707,0.6117,8.9126,7.8171,0.0234,0,8.7039,0.0,1.461,1.2021,0.0278,0,1.4203,-0.0,13.4404,13.4404,0.4418,0,7.5023,-0.0,38.7075,36.7013,0.6881,0,12.0745,0.0001,38.7962,31.8722,0.4581,0,21.0228,-0.0568,14.7759,14.7759,0.5491,0,6.6624,0.0,116.0936,57.3862,0.3568,174.0844,63.9257,1375.15,18760.6,1.7327,1.8161,67.0005,0.3584
308,OK,,95.19557,191.08319,429.1779,8.69975,33.93653,425.20439,48.21329,105.74167,438.924,331.3373,472.20024,361.87784,549.23467,707.07409,944.50191,924.93279,997.80068,615.67511,736.54119,841.1239,932.45816,1115.40261,1218.24809,0.56881,0.53271,0.63789,6.7385,5.6375,0.0133,0,6.6487,0.0,2.8431,2.5826,0.0202,0,2.7857,-0.0,13.2764,13.2764,0.352,0,8.6035,-0.0,39.9038,37.9948,0.7021,0,11.8876,0.0,37.2197,30.6807,0.4573,0,20.1992,0.0001,15.6068,15.6066,0.5476,0,7.0612,-0.0002,115.5884,57.186,0.3397,174.1624,60.8849,1446.32,18760.6,1.8069,1.8985,63.9702,0.3412
309,OK,,109.06211,180.57978,410.76489,8.16582,32.72867,447.96469,43.25255,106.3867,395.51856,367.06739,462.20345,374.29758,551.96924,718.1483,845.66558,1045.33821,1110.05561,619.39105,777.24717,832.01849,910.02941,960.36955,1217.99691,0.58125,0.59925,0.65108,14.9321,13.834,0.0414,0,14.3144,0.0,1.8832,1.6143,0.0429,0,1.8025,-0.0,11.6905,11.6905,0.424,0,6.7339,0.0,38.3542,36.171,0.8211,0,6.8615,0.0,37.3977,29.8377,0.4833,0,19.3235,-0.071,16.2287,16.2287,0.5486,0,7.3264,-0.0,120.4865,56.3623,0.4139,163.4954,69.7458,1402.45,18760.6,1.6595,1.7275,72.6038,0.4157
310,OK,,98.36959,169.20563,436.0956,7.86212,34.72442,474.59,51.13772,95.18971,429.76486,372.77705,442.96135,376.89307,539.88542,690.75297,878.79374,919.65691,1011.56517,553.13605,732.04374,847.21287,969.37411,979.03606,1088.18007,0.5701,0.53913,0.6393,11.1169,10.0222,0.0601,0,10.4483,0.0,1.4936,1.2223,0.0471,0,1.4233,-0.0,10.6869,10.6868,0.3918,0,6.4996,-0.0,34.129,32.162,0.7629,0,8.0925,0.0003,36.0652,29.2576,0.4785,0,18.8076,-0.0546,13.9457,13.9458,0.5605,0,6.1298,0.0,107.4373,51.4012,0.3874,157.4195,62.91,1370.6,18760.6,1.6359,1.7078,65.6745,0.3891
311,OK,,93.29974,186.86858,406.03002,8.32021,34.39208,399.85491,51.32256,100.56136,467.99256,370.42684,421.98812,323.041,562.30861,788.68601,970.73415,915.70325,1046.83944,566.13149,797.33193,878.88126,1068.72639,925.62146,1202.4731,0.59314,0.54529,0.68856,14.9309,13.831,0.0399,0,14.3347,0.0,2.0799,1.8337,0.0041,0,2.0713,0.0,15.0668,15.0669,0.3344,0,10.0289,0.0,39.7601,37.8805,0.7153,0,11.3214,-0.0002,36.0067,29.5387,0.4576,0,19.5316,-0.053,14.0629,14.0628,0.5462,0,6.381,-0.0,121.9073,63.669,0.3477,166.5171,59.6715,1385.18,18760.6,1.9468,2.043,62.6178,0.3494
312,OK,,109.80693,169.65707,417.68024,8.56474,32.95017,443.91859,51.21086,99.15433,477.3278,356.6244,415.54195,370.17012,578.72555,687.54214,992.95619,1006.17381,1046.52898,623.58426,693.60488,901.87283,885.13239,1014.53697,1180.50301,0.52532,0.57368,0.63115,13.7936,12.6988,0.0326,0,13.3441,0.0,1.3599,1.0935,0.0576,0,1.2815,-0.0,14.5275,14.5275,0.3989,0,8.7327,0.0,35.9835,33.7826,0.8492,0,5.425,-0.0,39.4666,31.9265,0.4801,0,20.5169,0.0001,17.3924,17.3924,0.5799,0,7.3072,-0.0,122.5234,56.6074,0.3978,171.4745,70.2236,1481.01,18760.6,1.6731,1.7448,73.2301,0.3996
313,OK,,103.63982,192.16294,410.11995,8.27787,32.58564,407.25926,46.98742,98.1636,467.5475,394.22932,454.5776,363.49649,625.92105,706.6128,908.0262,954.85748,1069.03659,587.86881,705.27238,858.619,1051.30087,1060.13919,1265.58579,0.56469,0.57387,0.64468,18.9547,17.8534,0.0605,0,17.8085,0.0,2.6992,2.4386,0.0224,0,2.6388,-0.0,11.4304,11.4304,0.384,0,7.0415,-0.0,38.3915,36.3125,0.803,0,7.5647,0.0001,36.2766,29.1572,0.478,0,18.9377,0.0001,16.6182,16.6185,0.5708,0,7.1331,0.0003,124.3705,61.1242,0.3882,165.7195,66.2805,1481.56,18760.6,1.7975,1.8764,69.191,0.3899
314,OK,,97.5006,170.84682,439.31527,7.82298,33.13035,476.68909,48.80558,94.41065,401.89272,385.1553,433.5594,341.19299,568.26376,723.41871,986.6154,1053.34175,1125.1639,631.5905,732.67501,985.54805,938.05835,1003.79079,1081.32276,0.59263,0.58689,0.62863,18.0919,16.9968,0.045,0,17.2777,0.0,1.4733,1.2241,0.0134,0,1.4536,-0.0,10.8578,10.8578,0.5237,0,5.1712,0.0,34.4809,32.5188,0.6694,0,11.3989,-0.0001,35.9815,29.2365,0.4722,0,18.9916,-0.0423,12.7577,12.7577,0.5509,0,5.7299,-0.0,113.6431,60.0229,0.3859,156.5823,62.3544,1311.76,18760.6,1.7455,1.8225,65.1059,0.3876
315,OK,,101.31798,163.94603,397.21266,9.04654,33.88744,449.84481,52.23916,101.21267,471.39212,393.24499,397.10564,318.26066,537.00619,680.77411,914.25899,941.98633,1114.91225,540.38445,784.66877,900.76715,898.90846,1102.65382,1233.34263,0.55103,0.58934,0.65349,20.6008,19.5079,0.0534,0,19.5001,0.0,1.4378,1.1921,0.0032,0,1.4332,-0.0,13.747,13.747,0.3894,0,8.3935,0.0,39.4653,37.4243,0.6898,0,12.2421,-0.0001,39.6221,32.6558,0.4536,0,21.6484,0.0001,16.2485,16.2485,0.5674,0,7.0296,-0.0,131.1214,70.2469,0.348,181.0502,64.7998,1457.35,18760.6,1.9282,2.0235,68.0035,0.3496
316,OK,,106.03764,180.5191,404.5074,8.44697,31.87029,453.45244,44.30811,100.7124,430.51914,360.19302,395.69577,344.29516,566.86567,799.53608,887.94386,878.44597,1068.64268,566.09067,679.3179,844.91485,897.98998,1025.47854,1098.41226,0.53656,0.50782,0.67105,11.5904,10.4923,0.0453,0,11.0659,0.0,1.3024,1.0527,0.0206,0,1.2756,0.0,12.4649,12.4649,0.4442,0,6.9277,0.0,34.3607,32.2277,0.7408,0,8.9055,0.0004,37.8631,30.5744,0.4961,0,19.0777,0.0001,17.1921,17.1917,0.5655,0,7.4694,-0.0004,114.7735,54.7217,0.3894,169.0757,67.8138,1488.0,18760.6,1.6215,1.6925,70.7833,0.3912
317,OK,,103.19985,163.33937,423.54156,7.91874,30.27819,468.00046,47.35065,104.50842,417.33019,359.39693,481.80759,315.48973,583.88781,826.38933,932.45543,990.41056,1070.41041,544.87816,787.69417,862.97945,977.75604,987.19264,1057.61835,0.56267,0.55733,0.69899,10.1009,9.0083,0.048,0,9.6157,0.0,2.3919,2.1473,0.0016,0,2.388,-0.0,12.6544,12.6544,0.4759,0,6.6325,-0.0,33.6452,31.5665,0.748,0,8.4776,-0.0,38.2044,31.058,0.4788,0,19.9108,-0.0506,14.1957,14.1957,0.5432,0,6.4841,-0.0,111.1924,53.5087,0.4036,158.4779,65.9977,1332.02,18760.6,1.6168,1.6848,68.7742,0.4055
318,OK,,109.9262,168.11141,420.05251,8.01076,35.06924,396.00801,45.37163,97.85756,465.71552,344.11595,437.12065,328.97967,555.77108,759.51641,962.23522,920.91525,1034.58687,552.43217,819.58587,987.89275,903.27939,1035.27504,1236.37658,0.57943,0.54275,0.60377,11.5822,10.488,0.024,0,11.3041,0.0,2.688,2.4408,0.005,0,2.6746,-0.0,17.0787,17.0787,0.3831,0,10.5362,0.0,38.3578,36.1437,0.8556,0,5.5408,-0.0001,35.2153,27.6573,0.5059,0,17.4001,0.0001,17.4269,17.4269,0.5731,0,7.4389,-0.0,122.349,54.8947,0.4251,160.3286,70.2974,1488.74,18760.6,1.6738,1.7404,73.0956,0.4271
319,OK,,103.27705,173.75804,460.099,7.92741,34.23073,455.69505,47.03264,104.48096,479.46765,332.5003,404.00016,311.05029,592.26899,726.23721,815.93114,1033.31583,931.73722,579.67752,739.49561,966.67979,1054.78915,990.77706,1255.27691,0.59526,0.55727,0.6365,9.3415,8.2454,0.0119,0,9.2303,0.0,1.653,1.406,0.0011,0,1.6512,0.0,16.2515,16.2515,0.3066,0,11.2692,0.0,40.5091,38.4291,0.8958,0,4.2213,-0.0001,35.5844,28.4161,0.4815,0,18.4497,-0.0674,15.6626,15.6624,0.553,0,7.0014,-0.0002,119.0021,51.8231,0.4035,158.6494,66.047,1410.83,18760.6,1.729,1.8018,68.8267,0.4054
320,OK,,102.30835,190.44478,463.11899,7.72377,35.12047,400.17822,49.20376,97.30004,443.85692,366.18838,461.0942,361.99432,576.71717,796.98563,833.45073,891.31299,995.77595,573.33011,782.26824,892.93899,995.07714,928.7346,1219.38822,0.58224,0.54975,0.68961,6.6118,5.511,0.0769,0,6.1032,0.0,3.2469,2.9869,0.016,0,3.1949,-0.0,13.8093,13.8093,0.3313,0,9.2344,-0.0,37.6016,35.5485,0.8812,0,4.4683,-0.0001,34.8305,27.8016,0.4867,0,17.8799,0.0001,15.3547,15.3546,0.5666,0,6.6554,-0.0001,111.4548,47.5361,0.4099,154.6242,65.427,1422.85,18760.6,1.6359,1.7035,68.132,0.4117
321,OK,,94.86686,164.18051,397.69965,7.92558,32.59413,436.37684,49.65388,110.06632,429.0739,359.83246,462.33735,376.72506,543.63829,732.15711,829.68738,982.25497,969.71123,564.0644,713.28629,905.96285,1006.62316,989.04204,1112.91506,0.56173,0.59795,0.6787,12.5729,11.4799,0.0369,0,12.1094,0.0,2.1652,1.8948,0.0384,0,2.082,-0.0,11.5205,11.5205,0.3529,0,7.4553,0.0,35.3697,33.4727,0.7977,0,7.1552,0.0,39.1409,32.6407,0.4425,0,21.8205,0.0118,12.7118,12.7117,0.5165,0,6.1464,-0.0001,113.4809,56.7687,0.3707,158.6898,60.6714,1274.75,18760.6,1.788,1.8704,63.4665,0.3723
322,OK,,96.98804,196.65789,395.32785,8.08479,33.81643,430.01711,49.83996,109.47535,439.36102,371.93474,425.02931,354.16677,592.4143,796.32762,944.88947,1065.27108,1033.72956,631.06308,709.42312,851.39048,897.31811,1049.61486,1173.20922,0.58326,0.53132,0.66359,15.3457,14.2432,0.0431,0,14.684,0.0,1.3635,1.1083,0.0348,0,1.316,-0.0,10.9484,10.9483,0.3936,0,6.6387,-0.0,38.597,36.6487,0.7332,0,10.2958,-0.0,36.8563,30.1402,0.4643,0,19.7434,-0.0511,14.4273,14.4273,0.5334,0,6.7316,-0.0,117.5381,59.4096,0.3717,161.8395,62.0279,1359.37,18760.6,1.8117,1.8949,64.8787,0.3734
323,OK,,101.47775,174.00275,409.55904,8.91767,36.87543,422.3131,52.01637,104.24289,409.06071,392.90438,457.53101,309.09075,610.87016,766.27322,835.75514,883.44918,985.03284,535.07471,775.29249,965.66174,963.1327,1122.60772,1107.8321,0.52798,0.52629,0.69023,18.7954,17.6992,0.0582,0,17.7017,0.0,3.2671,3.019,0.0006,0,3.2652,-0.0,13.4438,13.4438,0.3778,0,8.365,0.0,36.3903,34.3468,0.7236,0,10.0588,-0.0,40.3134,33.3367,0.4652,0,21.5584,0.0001,16.406,16.4059,0.5624,0,7.1791,-0.0002,128.616,68.1283,0.3535,178.4666,64.9013,1454.53,18760.6,1.8898,1.9817,68.0563,0.3551
324,OK,,92.77544,182.49145,395.50979,8.66158,33.04555,416.87969,43.71838,106.91691,455.3316,333.81778,413.63938,314.28948,563.72704,756.08962,867.50133,1003.5745,1001.83678,650.0861,764.34285,839.39206,971.5515,965.58031,1236.87539,0.53977,0.59214,0.62836,14.6013,13.5027,0.0084,0,14.4787,0.0,1.5408,1.295,0.0024,0,1.5371,-0.0,12.9007,12.9007,0.3101,0,8.8998,0.0,38.3512,36.4825,0.7875,0,8.1512,-0.0001,39.1465,32.7063,0.4348,0,22.1236,-0.0613,15.0394,15.0392,0.536,0,6.9781,-0.0002,121.58,62.1685,0.3325,173.3436,59.3379,1430.55,18760.6,1.948,2.0489,62.4134,0.3341
325,OK,,97.90144,173.15817,393.60701,8.09949,36.61745,413.03225,51.51152,106.36216,481.34795,390.83595,455.13458,310.7691,617.93317,792.99804,961.49631,948.93836,1114.31113,571.12449,703.75922,836.5061,961.74751,1019.34172,1199.33079,0.59439,0.54318,0.69643,20.41,19.3141,0.0498,0,19.3936,0.0,3.3648,3.1168,0.0007,0,3.3625,-0.0,10.5518,10.5518,0.4164,0,6.158,0.0,39.4742,37.5026,0.699,0,11.8813,-0.0,36.5276,29.7443,0.466,0,19.5057,-0.0521,14.3979,14.3979,0.5408,0,6.6111,-0.0,124.7262,66.9122,0.3746,162.0931,62.6118,1360.36,18760.6,1.9052,1.9921,65.4664,0.3763
326,OK,,105.80967,181.92483,416.41153,8.27606,31.34866,439.71008,47.90437,95.3892,450.59161,352.43875,426.16743,322.39848,637.9185,736.18923,814.90384,1027.69276,940.71532,606.31465,808.07397,893.64197,969.06333,1012.06289,1234.36316,0.58991,0.52118,0.67353,10.0788,8.9802,0.0387,0,9.6889,0.0,1.4531,1.2083,0.005,0,1.4458,-0.0,14.7415,14.7415,0.3313,0,9.8574,0.0,40.0798,37.9483,0.8444,0,6.2349,-0.0002,34.6891,27.4139,0.5022,0,17.2694,0.0001,17.0217,17.0219,0.5797,0,7.1541,0.0002,118.064,51.6503,0.3964,165.6331,67.6674,1501.2,18760.6,1.6729,1.7448,70.5731,0.3982
327,OK,,99.89223,172.34017,475.58007,9.08623,34.61209,408.53443,48.77506,110.34442,398.30133,329.91379,453.73846,340.08303,551.44616,694.62885,833.14497,1065.48645,983.09304,565.89159,825.15773,914.15723,1033.64234,1090.85404,1056.98932,0.54625,0.50986,0.60548,4.4136,3.318,0.0117,0,4.362,0.0,2.8234,2.5741,0.0098,0,2.7958,-0.0,15.3793,15.3793,0.4047,0,9.1547,-0.0,37.0833,35.0731,0.6609,0,12.5737,0.0,40.4126,33.4803,0.4646,0,21.6352,-0.0654,15.8732,15.8732,0.5439,0,7.239,0.0,115.9854,57.7603,0.3416,181.8657,63.8886,1417.32,18760.6,1.7283,1.8154,67.11,0.3432
328,OK,,93.46977,162.63548,445.14501,8.28259,36.65507,414.75816,44.96768,94.91881,458.91584,365.04504,413.14629,345.37688,550.81217,757.9292,830.21556,985.46009,1109.80048,549.21191,763.83864,966.77911,1069.66664,935.56907,1218.70668,0.59222,0.56538,0.60111,7.4037,6.3113,0.0746,0,6.851,0.0,1.3372,1.085,0.027,0,1.3011,-0.0,13.6696,13.6696,0.3617,0,8.7251,0.0,38.4483,36.5684,0.7003,0,11.5245,-0.0001,34.7633,28.2767,0.4648,0,18.6062,-0.0618,14.3654,14.3649,0.5566,0,6.3692,-0.0004,109.9874,53.3772,0.3499,165.7869,59.78,1429.79,18760.6,1.7539,1.8399,62.7118,0.3515
329,OK,,91.58824,186.06567,409.45909,8.54374,36.35456,455.6812,52.79365,95.4305,429.54382,378.40466,443.46707,365.04739,567.50792,758.91628,911.95088,965.05779,987.2555,639.04583,796.69407,889.62437,1059.41332,984.77919,1069.18325,0.56625,0.50896,0.65158,14.561,13.4613,0.0504,0,13.8267,0.0,1.4992,1.2355,0.0406,0,1.4384,-0.0,10.8578,10.8578,0.3761,0,6.7747,-0.0,36.0847,34.2493,0.6629,0,12.1644,0.0,36.8117,30.4662,0.4611,0,19.8378,-0.0554,13.996,13.996,0.5556,0,6.2196,-0.0,113.8104,60.2616,0.3327,171.0446,58.5785,1406.22,18760.6,1.8472,1.9429,61.6121,0.3341
330,OK,,98.75677,193.43236,427.44856,8.77296,34.47824,455.22555,48.77095,102.80262,458.06959,381.5903,446.0974,354.03711,626.73225,735.64798,963.21505,882.09945,953.70316,542.26457,701.89358,859.07304,969.80854,963.31443,1057.14244,0.59992,0.51388,0.65662,12.7088,11.6072,0.0669,0,11.8586,0.0,1.5046,1.2488,0.0296,0,1.4602,-0.0,11.9571,11.9571,0.368,0,7.5569,0.0,38.689,36.7056,0.6779,0,12.4618,-0.0001,37.0977,30.2568,0.4788,0,19.3342,-0.0545,14.4118,14.4117,0.5473,0,6.5241,-0.0001,116.3691,59.1957,0.3495,175.615,63.1615,1369.21,18760.6,1.7561,1.8424,66.2674,0.3511
331,OK,,106.2716,187.38006,471.26841,8.04452,33.4413,393.26577,50.98041,111.86045,456.75781,370.95678,397.4397,356.21944,599.94781,794.27322,823.63507,974.37871,1091.2118,629.81217,788.48149,975.09262,975.61594,1019.26792,1128.0672,0.51596,0.56989,0.62303,6.3072,5.2072,0.0979,0,5.6897,0.0,1.3598,1.1037,0.0462,0,1.297,-0.0,11.6689,11.669,0.453,0,6.3833,0.0,33.928,31.7922,0.8397,0,5.4374,-0.0005,40.875,33.5114,0.4647,0,21.8801,-0.0615,15.7267,15.7259,0.545,0,7.1551,-0.0007,109.8656,47.8426,0.4093,161.0364,67.9616,1371.44,18760.6,1.5522,1.6166,70.7795,0.4111
332,OK,,99.6767,167.77473,473.75517,8.52287,31.56891,402.04432,48.83888,108.91848,460.73128,394.74928,471.87276,335.40351,622.96854,732.73107,951.41742,1020.82563,1011.92799,555.12632,730.89679,938.28445,972.81419,990.32386,1279.66259,0.5978,0.5102,0.65412,12.2227,11.1286,0.0849,0,11.1849,0.0,3.4091,3.1624,0.006,0,3.3886,-0.0,13.5631,13.5631,0.3024,0,9.4619,0.0,43.133,41.1263,0.7708,0,9.8841,-0.0,35.736,28.8833,0.4757,0,18.7374,0.0001,16.5183,16.5182,0.5508,0,7.4194,-0.0001,124.5821,60.0761,0.3629,170.5844,63.7484,1458.66,18760.6,1.8662,1.9543,66.7586,0.3646
